,App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Cleaned_Size
209,Plugin:AOT v5.0,BUSINESS,3.1,4034,23.0,100000,Free,0.0,Everyone,Business,"September 11, 2015",3.0.1.11 (Build 311),2.2 and up,23
210,Kariyer.net,BUSINESS,3.9,45964,16.0,1000000,Free,0.0,Everyone,Business,"July 18, 2018",5.1.5,4.1 and up,16
212,Become a Job - Find a job or advertise,BUSINESS,4.1,6903,14.0,1000000,Free,0.0,Everyone,Business,"July 10, 2018",2.3.6,4.1 and up,14
213,ZOOM Cloud Meetings,BUSINESS,4.4,31614,37.0,10000000,Free,0.0,Everyone,Business,"July 20, 2018",4.1.28165.0716,4.0 and up,37
216,"IndiaMART: Search Products, Buy, Sell & Trade",BUSINESS,4.5,207372,11.0,5000000,Free,0.0,Everyone,Business,"August 2, 2018",12.2.4,4.0 and up,11
217,ViettelPost express delivery,BUSINESS,4.4,1225,25.0,100000,Free,0.0,Everyone,Business,"August 1, 2018",1.0.6.8,4.1 and up,25
218,MyASUS - Service Center,BUSINESS,4.4,380837,7.3,10000000,Free,0.0,Everyone,Business,"July 4, 2018",3.4.5,4.2 and up,7.3
219,Job Korea - Career Jobs,BUSINESS,4.3,10600,6.5,1000000,Free,0.0,Everyone,Business,"August 1, 2018",2.5.6,4.0 and up,6.5
220,"104 Looking for a job - looking for a job, looking for a job, looking for a part-time job, health checkup, resume, treatment room",BUSINESS,4.4,74359,25.0,1000000,Free,0.0,Everyone,Business,"July 27, 2018",1.12.5,4.0 and up,25
221,Myanmar 2D/3D,BUSINESS,4.6,822,3.1,100000,Free,0.0,Everyone,Business,"June 8, 2018",1.5,4.0.3 and up,3.1
223,sABN,BUSINESS,4.4,2287,1.5,1000000,Free,0.0,Everyone,Business,"March 26, 2018",4.9,2.2 and up,1.5
224,ATI Cargoes and Transportation,BUSINESS,4.7,4162,7.5,100000,Free,0.0,Everyone,Business,"July 24, 2018",0.9.4,4.0.3 and up,7.5
225,Secure Folder,BUSINESS,3.8,14760,8.6,50000000,Free,0.0,Everyone,Business,"January 31, 2018",1.1.07.6,7.0 and up,8.6
231,Tiny Scanner - PDF Scanner App,BUSINESS,4.7,286897,39.0,10000000,Free,0.0,Everyone,Business,"May 30, 2017",1.2.6,3.0 and up,39
232,Fast Scanner : Free PDF Scan,BUSINESS,4.5,103755,14.0,10000000,Free,0.0,Everyone,Business,"July 11, 2018",3.9.2,4.1 and up,14
233,Mobile Doc Scanner (MDScan) Lite,BUSINESS,4.2,46505,19.0,1000000,Free,0.0,Everyone,Business,"August 2, 2018",3.4.49,4.1 and up,19
234,TurboScan: scan documents and receipts in PDF,BUSINESS,4.7,11442,6.8,100000,Paid,4.99,Everyone,Business,"March 25, 2018",1.5.2,4.0 and up,6.8
235,Tiny Scanner Pro: PDF Doc Scan,BUSINESS,4.8,10295,39.0,100000,Paid,4.99,Everyone,Business,"April 11, 2017",3.4.6,3.0 and up,39
237,Zenefits,BUSINESS,4.2,296,14.0,50000,Free,0.0,Everyone,Business,"June 15, 2018",3.2.1,4.1 and up,14
238,Google Ads,BUSINESS,4.3,29313,20.0,5000000,Free,0.0,Everyone,Business,"July 30, 2018",1.12.0,4.0.3 and up,20
241,FreshBooks Classic,BUSINESS,4.1,1802,26.0,100000,Free,0.0,Everyone,Business,"April 18, 2018",1.7.14,4.2 and up,26
242,Insightly CRM,BUSINESS,3.8,1383,51.0,100000,Free,0.0,Everyone,Business,"July 12, 2018",3.24.1,5.0 and up,51
243,QuickBooks Accounting: Invoicing & Expenses,BUSINESS,4.3,23175,41.0,1000000,Free,0.0,Everyone,Business,"July 13, 2018",18.7,4.1 and up,41
244,HipChat - Chat Built for Teams,BUSINESS,3.8,5868,20.0,500000,Free,0.0,Everyone,Business,"July 3, 2018",3.19.005,4.1 and up,20
246,"MailChimp - Email, Marketing Automation",BUSINESS,4.1,5448,12.0,500000,Free,0.0,Everyone,Business,"July 25, 2018",4.9.1,5.0 and up,12
247,Crew - Free Messaging and Scheduling,BUSINESS,4.6,4159,48.0,500000,Free,0.0,Everyone,Business,"July 20, 2018",6.1.2,4.0.3 and up,48
248,Asana: organize team projects,BUSINESS,4.3,20815,10.0,1000000,Free,0.0,Everyone,Business,"July 26, 2018",6.4.4,5.0 and up,10
249,Google Analytics,BUSINESS,4.5,78662,22.0,1000000,Free,0.0,Everyone,Business,"February 13, 2018",3.7.5,4.4 and up,22
250,AdWords Express,BUSINESS,4.1,7149,11.0,1000000,Free,0.0,Everyone,Business,"July 31, 2018",2.6.158,4.0 and up,11
251,Accounting App - Zoho Books,BUSINESS,4.5,3079,8.5,100000,Free,0.0,Everyone,Business,"August 2, 2018",5.20.7,4.1 and up,8.5
252,Invoice & Time Tracking - Zoho,BUSINESS,4.6,5800,8.6,100000,Free,0.0,Everyone,Business,"August 2, 2018",5.20.7,4.1 and up,8.6
254,Invoice 2go — Professional Invoices and Estimates,BUSINESS,4.2,16422,28.0,1000000,Free,0.0,Everyone,Business,"August 1, 2018",10.46.2,4.1 and up,28
255,Cisco Webex Meetings,BUSINESS,4.4,108741,28.0,10000000,Free,0.0,Everyone,Business,"July 20, 2018",11.1.0,4.3 and up,28
256,ZOOM Cloud Meetings,BUSINESS,4.4,31614,37.0,10000000,Free,0.0,Everyone,Business,"July 20, 2018",4.1.28165.0716,4.0 and up,37
257,ScreenMeet. Easy Phone Meeting,BUSINESS,4.0,624,9.0,100000,Free,0.0,Everyone,Business,"March 22, 2018",1.2.287,5.0 and up,9.0
258,Cisco Webex Teams,BUSINESS,4.2,1661,46.0,100000,Free,0.0,Everyone,Business,"August 2, 2018",3.0.4651,4.4 and up,46
260,Start Meeting,BUSINESS,4.1,308,14.0,50000,Free,0.0,Everyone,Business,"May 29, 2018",3.1.4.0,4.0.3 and up,14
262,ClickMeeting Webinars,BUSINESS,3.8,5211,26.0,1000000,Free,0.0,Everyone,Business,"July 30, 2018",3.3.0,4.0 and up,26
263,BlueJeans for Android,BUSINESS,3.9,1058,23.0,500000,Free,0.0,Everyone,Business,"June 29, 2018",2.22.397,5.0 and up,23
266,Zenefits,BUSINESS,4.2,296,14.0,50000,Free,0.0,Everyone,Business,"June 15, 2018",3.2.1,4.1 and up,14
267,Google Ads,BUSINESS,4.3,29313,20.0,5000000,Free,0.0,Everyone,Business,"July 30, 2018",1.12.0,4.0.3 and up,20
270,FreshBooks Classic,BUSINESS,4.1,1802,26.0,100000,Free,0.0,Everyone,Business,"April 18, 2018",1.7.14,4.2 and up,26
271,Insightly CRM,BUSINESS,3.8,1383,51.0,100000,Free,0.0,Everyone,Business,"July 12, 2018",3.24.1,5.0 and up,51
272,QuickBooks Accounting: Invoicing & Expenses,BUSINESS,4.3,23175,41.0,1000000,Free,0.0,Everyone,Business,"July 13, 2018",18.7,4.1 and up,41
273,HipChat - Chat Built for Teams,BUSINESS,3.8,5868,20.0,500000,Free,0.0,Everyone,Business,"July 3, 2018",3.19.005,4.1 and up,20
275,"MailChimp - Email, Marketing Automation",BUSINESS,4.1,5448,12.0,500000,Free,0.0,Everyone,Business,"July 25, 2018",4.9.1,5.0 and up,12
276,Crew - Free Messaging and Scheduling,BUSINESS,4.6,4159,48.0,500000,Free,0.0,Everyone,Business,"July 20, 2018",6.1.2,4.0.3 and up,48
277,Asana: organize team projects,BUSINESS,4.3,20815,10.0,1000000,Free,0.0,Everyone,Business,"July 26, 2018",6.4.4,5.0 and up,10
278,Google Analytics,BUSINESS,4.5,78662,22.0,1000000,Free,0.0,Everyone,Business,"February 13, 2018",3.7.5,4.4 and up,22
279,AdWords Express,BUSINESS,4.1,7149,11.0,1000000,Free,0.0,Everyone,Business,"July 31, 2018",2.6.158,4.0 and up,11
280,Accounting App - Zoho Books,BUSINESS,4.5,3079,8.5,100000,Free,0.0,Everyone,Business,"August 2, 2018",5.20.7,4.1 and up,8.5
281,Invoice & Time Tracking - Zoho,BUSINESS,4.6,5800,8.6,100000,Free,0.0,Everyone,Business,"August 2, 2018",5.20.7,4.1 and up,8.6
283,Invoice 2go — Professional Invoices and Estimates,BUSINESS,4.2,16422,28.0,1000000,Free,0.0,Everyone,Business,"August 1, 2018",10.46.2,4.1 and up,28
287,Tiny Scanner - PDF Scanner App,BUSINESS,4.7,286897,39.0,10000000,Free,0.0,Everyone,Business,"May 30, 2017",1.2.6,3.0 and up,39
288,Fast Scanner : Free PDF Scan,BUSINESS,4.5,103755,14.0,10000000,Free,0.0,Everyone,Business,"July 11, 2018",3.9.2,4.1 and up,14
289,Mobile Doc Scanner (MDScan) Lite,BUSINESS,4.2,46505,19.0,1000000,Free,0.0,Everyone,Business,"August 2, 2018",3.4.49,4.1 and up,19
290,TurboScan: scan documents and receipts in PDF,BUSINESS,4.7,11442,6.8,100000,Paid,4.99,Everyone,Business,"March 25, 2018",1.5.2,4.0 and up,6.8
291,Tiny Scanner Pro: PDF Doc Scan,BUSINESS,4.8,10295,39.0,100000,Paid,4.99,Everyone,Business,"April 11, 2017",3.4.6,3.0 and up,39
293,OfficeSuite : Free Office + PDF Editor,BUSINESS,4.3,1002859,35.0,100000000,Free,0.0,Everyone,Business,"August 2, 2018",9.7.14188,4.1 and up,35
295,Verify - Receipts & Expenses,BUSINESS,4.5,413,29.0,10000,Free,0.0,Everyone,Business,"July 25, 2018",2.0.19,5.0 and up,29
296,QuickBooks Accounting: Invoicing & Expenses,BUSINESS,4.3,23175,41.0,1000000,Free,0.0,Everyone,Business,"July 13, 2018",18.7,4.1 and up,41
298,Manga Master - Best manga & comic reader,COMICS,4.6,24005,4.9,500000,Free,0.0,Adults only 18+,Comics,"July 4, 2018",1.1.7.0,4.1 and up,4.9
299,GANMA! - All original stories free of charge for all original comics,COMICS,4.7,57106,27.0,1000000,Free,0.0,Teen,Comics,"July 23, 2018",2.11.3,4.1 and up,27
300,Röhrich Werner Soundboard,COMICS,4.7,2249,32.0,500000,Free,0.0,Everyone,Comics,"November 16, 2017",1.08,4.0.3 and up,32
301,Unicorn Pokez - Color By Number,COMICS,4.8,516,12.0,50000,Free,0.0,Everyone,Comics;Creativity,"August 3, 2018",1.0.6,4.4 and up,12
302,MangaToon - Comics updated Daily,COMICS,3.9,834,15.0,50000,Free,0.0,Mature 17+,Comics,"August 1, 2018",1.0.8,4.1 and up,15
303,Manga Net – Best Online Manga Reader,COMICS,4.1,1010,11.0,50000,Free,0.0,Mature 17+,Comics,"July 7, 2018",1.5,4.1 and up,11
304,Manga Rock - Best Manga Reader,COMICS,4.4,238970,28.0,1000000,Free,0.0,Teen,Comics,"July 9, 2018",3.4.3_world,5.0 and up,28
305,Manga - read Thai translation,COMICS,4.6,302,2.2,10000,Free,0.0,Teen,Comics,"July 3, 2018",1.0,4.0 and up,2.2
306,The Vietnam Story - Fun Stories,COMICS,4.5,438,3.4,10000,Free,0.0,Everyone,Comics,"December 27, 2017",1.0,2.3 and up,3.4
307,Dragon Ball Wallpaper - Ringtones,COMICS,4.7,73,8.3,10000,Free,0.0,Everyone,Comics,"July 23, 2018",1.9,4.0.3 and up,8.3
308,Funny Jokes Photos,COMICS,4.4,39,4.3,10000,Free,0.0,Everyone 10+,Comics,"July 3, 2018",1.1,4.2 and up,4.3
309,Truyện Vui Tý Quậy,COMICS,4.5,144,4.7,10000,Free,0.0,Everyone,Comics,"July 19, 2018",3.0,4.0.3 and up,4.7
310,Comic Es - Shojo manga / love comics free of charge ♪ ♪,COMICS,3.9,2181,10.0,100000,Free,0.0,Teen,Comics,"March 5, 2018",1.2.12,4.0.3 and up,10
311,comico Popular Original Cartoon Updated Everyday Comico,COMICS,3.2,93965,15.0,5000000,Free,0.0,Teen,Comics,"July 3, 2018",6.3.0,4.0.3 and up,15
312,Daily Manga - Comic & Webtoon,COMICS,3.2,1446,7.1,100000,Free,0.0,Mature 17+,Comics,"May 18, 2018",1.0,4.0.3 and up,7.1
313,"漫咖 Comics - Manga,Novel and Stories",COMICS,4.1,12088,21.0,1000000,Free,0.0,Mature 17+,Comics,"July 6, 2018",2.3.1,4.0.3 and up,21
314,Emmanuella Funny Videos 2018,COMICS,4.5,314,6.1,100000,Free,0.0,Everyone,Comics,"May 23, 2018",3.1.0,4.1 and up,6.1
316,Manga Zero - Japanese cartoon and comic reader,COMICS,4.2,15194,15.0,1000000,Free,0.0,Teen,Comics,"July 19, 2018",4.7.3,4.2 and up,15
317,Marvel Unlimited,COMICS,3.7,22551,11.0,1000000,Free,0.0,Teen,Comics,"July 24, 2018",3.16.0,4.4 and up,11
318,"Tapas – Comics, Novels, and Stories",COMICS,4.5,29839,29.0,1000000,Free,0.0,Teen,Comics,"July 31, 2018",4.1.0,4.4 and up,29
319,Children's cartoons (Mithu-Mina-Raju),COMICS,4.6,279,3.3,100000,Free,0.0,Everyone,Comics,"December 18, 2017",1.6,4.0 and up,3.3
322,Faustop Sounds,COMICS,4.7,1677,40.0,100000,Free,0.0,Everyone,Comics,"May 26, 2018",1.7.7,4.1 and up,40
323,Manga Mania - Best online manga reader,COMICS,4.4,757,10.0,10000,Free,0.0,Teen,Comics,"May 24, 2018",1.0,4.1 and up,10
324,- Free Comics - Comic Apps,COMICS,3.5,115,9.1,10000,Free,0.0,Mature 17+,Comics,"July 13, 2018",5.0.12,5.0 and up,9.1
325,Manga AZ - Manga Comic Reader,COMICS,3.3,125,4.7,5000,Free,0.0,Teen,Comics,"July 24, 2018",1.0.4,4.0.3 and up,4.7
326,Buff Thun - Daily Free Webtoon / Comics / Web Fiction / Mini Game,COMICS,4.5,9952,38.0,500000,Free,0.0,Everyone 10+,Comics,"July 31, 2018",4.3.0,4.1 and up,38
328,Funny Jokes and Stories 2018,COMICS,4.2,21,6.7,5000,Free,0.0,Everyone,Comics,"March 31, 2018",1.3,4.0 and up,6.7
329,Hojiboy Tojiboyev Life Hacks,COMICS,5.0,15,37.0,1000,Free,0.0,Everyone,Comics,"June 26, 2018",2.0,4.0.3 and up,37
331,"Best Wallpapers Backgrounds(100,000+ 4K HD)",COMICS,4.7,3596,7.8,10000,Free,0.0,Teen,Comics,"June 16, 2018",1.01,4.0.3 and up,7.8
332,think Comics,COMICS,4.4,1006,19.0,50000,Free,0.0,Everyone,Comics,"August 3, 2018",2.3.3,4.0.3 and up,19
333,Memes Button,COMICS,4.4,5968,5.7,1000000,Free,0.0,Everyone,Comics,"May 28, 2018",1.4,4.0 and up,5.7
334,"Laftel - Watching and Announcing Snooping, Streaming",COMICS,4.6,4895,35.0,100000,Free,0.0,Everyone,Comics,"August 2, 2018",2.4.25,4.4 and up,35
337,Messenger for SMS,COMMUNICATION,4.3,125257,17.0,10000000,Free,0.0,Teen,Communication,"June 6, 2018",1.8.9,4.1 and up,17
343,My Tele2,COMMUNICATION,4.3,158679,8.8,5000000,Free,0.0,Everyone,Communication,"August 3, 2018",2.4.1,4.4 and up,8.8
345,Yahoo Mail – Stay Organized,COMMUNICATION,4.3,4187998,16.0,100000000,Free,0.0,Everyone,Communication,"July 18, 2018",5.29.3,4.4 and up,16
346,imo beta free calls and text,COMMUNICATION,4.3,659395,11.0,100000000,Free,0.0,Everyone,Communication,"June 7, 2018",9.8.000000010492,4.0 and up,11
347,imo free video calls and chat,COMMUNICATION,4.3,4785892,11.0,500000000,Free,0.0,Everyone,Communication,"June 8, 2018",9.8.000000010501,4.0 and up,11
349,Call Free – Free Call,COMMUNICATION,4.3,30209,15.0,5000000,Free,0.0,Everyone,Communication,"July 28, 2018",1.3.4,4.1 and up,15
350,Web Browser & Explorer,COMMUNICATION,4.0,36901,6.6,5000000,Free,0.0,Everyone,Communication,"July 4, 2018",11.8.6,4.0.3 - 7.1.1,6.6
352,Browser 4G,COMMUNICATION,4.3,192948,6.6,10000000,Free,0.0,Everyone,Communication,"June 19, 2018",24.6.6,4.0.3 - 7.1.1,6.6
355,Cricket Visual Voicemail,COMMUNICATION,3.9,13698,5.1,10000000,Free,0.0,Everyone,Communication,"July 2, 2018",3.2.0.100171,4.1 and up,5.1
357,TracFone My Account,COMMUNICATION,3.6,20769,18.0,1000000,Free,0.0,Everyone,Communication,"July 11, 2018",R6.0.3,4.1 and up,18
358,Firefox Focus: The privacy browser,COMMUNICATION,4.4,36880,4.0,1000000,Free,0.0,Everyone,Communication,"July 6, 2018",5.2,5.0 and up,4.0
362,TouchPal Keyboard - Fun Emoji & Android Keyboard,COMMUNICATION,4.4,615381,37.0,10000000,Free,0.0,Mature 17+,Communication,"August 2, 2018",6.7.9.1,4.0.3 and up,37
364,Skype Lite - Free Video Call & Chat,COMMUNICATION,4.2,33053,22.0,5000000,Free,0.0,Everyone,Communication,"July 31, 2018",1.60.0.31354-release,4.0.3 and up,22
366,UC Browser Mini -Tiny Fast Private & Secure,COMMUNICATION,4.4,3648120,3.3,100000000,Free,0.0,Teen,Communication,"July 18, 2018",11.4.0,4.0 and up,3.3
367,WhatsApp Business,COMMUNICATION,4.4,136662,32.0,10000000,Free,0.0,Everyone,Communication,"July 30, 2018",2.18.116,4.0.3 and up,32
368,My magenta,COMMUNICATION,3.9,42370,37.0,1000000,Free,0.0,Everyone,Communication,"June 25, 2018",7.5.1,5.0 and up,37
374,Antillean Gold Telegram (original version),COMMUNICATION,4.4,2939,17.0,100000,Free,0.0,Everyone,Communication,"July 16, 2018",2.1,4.1 and up,17
377,Omlet Chat,COMMUNICATION,3.9,40751,35.0,10000000,Free,0.0,Teen,Communication,"November 4, 2016",2.2.7600,4.0.3 and up,35
378,UC Browser - Fast Download Private & Secure,COMMUNICATION,4.5,17712922,40.0,500000000,Free,0.0,Teen,Communication,"August 2, 2018",12.8.5.1121,4.0 and up,40
379,My Vodacom SA,COMMUNICATION,3.7,25021,61.0,5000000,Free,0.0,Everyone,Communication,"June 26, 2018",9.9.0,4.3 and up,61
380,Microsoft Edge,COMMUNICATION,4.3,27187,66.0,5000000,Free,0.0,Everyone,Communication,"July 28, 2018",42.0.0.2059,4.4 and up,66
383,imo free video calls and chat,COMMUNICATION,4.3,4785988,11.0,500000000,Free,0.0,Everyone,Communication,"June 8, 2018",9.8.000000010501,4.0 and up,11
384,Hangouts Dialer - Call Phones,COMMUNICATION,4.0,122498,79.0,10000000,Free,0.0,Everyone,Communication,"September 2, 2015",0.1.100944346,4.0.3 and up,79
387,"Talkatone: Free Texts, Calls & Phone Number",COMMUNICATION,4.1,132014,25.0,10000000,Free,0.0,Everyone,Communication,"July 18, 2018",6.1,4.2 and up,25
388,Calls & Text by Mo+,COMMUNICATION,4.2,83239,14.0,5000000,Free,0.0,Everyone,Communication,"April 19, 2018",3.0.4,4.0 and up,14
395,"GO SMS Pro - Messenger, Free Themes, Emoji",COMMUNICATION,4.4,2876500,24.0,100000000,Free,0.0,Everyone,Communication,"August 1, 2018",7.73,4.0 and up,24
397,"Messaging+ SMS, MMS Free",COMMUNICATION,4.1,28238,17.0,1000000,Free,0.0,Everyone,Communication,"August 2, 2018",4.98,2.3 and up,17
398,chomp SMS,COMMUNICATION,4.3,335646,8.3,10000000,Free,0.0,Everyone,Communication,"July 26, 2018",7.21,2.3 and up,8.3
400,Text SMS,COMMUNICATION,4.5,349384,8.2,10000000,Free,0.0,Everyone,Communication,"July 24, 2018",3.47,4.0.3 and up,8.2
405,mysms SMS Text Messaging Sync,COMMUNICATION,4.3,37320,8.4,1000000,Free,0.0,Everyone,Communication,"July 30, 2018",6.5.1,4.0.3 and up,8.4
408,Firefox Focus: The privacy browser,COMMUNICATION,4.4,36893,4.0,1000000,Free,0.0,Everyone,Communication,"July 6, 2018",5.2,5.0 and up,4.0
409,2ndLine - Second Phone Number,COMMUNICATION,4.2,15880,32.0,1000000,Free,0.0,Everyone,Communication,"August 3, 2018",5.65.0,4.0 and up,32
413,"CM Browser - Ad Blocker , Fast Download , Privacy",COMMUNICATION,4.6,2264916,6.1,50000000,Free,0.0,Everyone,Communication,"July 31, 2018",5.22.18.0006,4.0 and up,6.1
416,Ninesky Browser,COMMUNICATION,4.2,42925,2.8,1000000,Free,0.0,Everyone,Communication,"August 27, 2017",6.1,2.3 and up,2.8
419,UC Browser Mini -Tiny Fast Private & Secure,COMMUNICATION,4.4,3648480,3.3,100000000,Free,0.0,Teen,Communication,"July 18, 2018",11.4.0,4.0 and up,3.3
420,UC Browser - Fast Download Private & Secure,COMMUNICATION,4.5,17714850,40.0,500000000,Free,0.0,Teen,Communication,"August 2, 2018",12.8.5.1121,4.0 and up,40
421,Ghostery Privacy Browser,COMMUNICATION,4.1,13100,2.2,1000000,Free,0.0,Everyone,Communication,"March 20, 2018",1.4.1.0,4.0.3 and up,2.2
423,Web Browser for Android,COMMUNICATION,4.1,55098,4.3,1000000,Free,0.0,Everyone,Communication,"June 20, 2018",2.2,4.0 and up,4.3
424,DU Browser—Browse fast & fun,COMMUNICATION,4.3,1133501,4.7,10000000,Free,0.0,Everyone,Communication,"April 1, 2016",6.4.0.4,4.0 and up,4.7
425,Lightning Web Browser,COMMUNICATION,4.1,12578,2.3,500000,Free,0.0,Everyone,Communication,"July 10, 2017",4.5.1,4.0 and up,2.3
426,Web Browser,COMMUNICATION,4.2,10965,2.3,500000,Free,0.0,Everyone,Communication,"February 2, 2015",2.0,3.0 and up,2.3
428,Contacts+,COMMUNICATION,4.2,190613,11.0,10000000,Free,0.0,Everyone,Communication,"July 31, 2018",5.85.1,4.0.3 and up,11
429,ExDialer - Dialer & Contacts,COMMUNICATION,4.2,125232,2.7,10000000,Free,0.0,Everyone,Communication,"March 5, 2017",196,2.1 and up,2.7
430,Calls & Text by Mo+,COMMUNICATION,4.2,83239,14.0,5000000,Free,0.0,Everyone,Communication,"April 19, 2018",3.0.4,4.0 and up,14
432,PHONE for Google Voice & GTalk,COMMUNICATION,4.3,72065,13.0,1000000,Free,0.0,Everyone,Communication,"April 18, 2018",3.0.7,4.0 and up,13
433,Safest Call Blocker,COMMUNICATION,4.4,27540,3.7,1000000,Free,0.0,Everyone,Communication,"January 5, 2018",1.26.001,4.0 and up,3.7
434,Full Screen Caller ID,COMMUNICATION,4.2,104990,10.0,5000000,Free,0.0,Everyone,Communication,"May 15, 2018",3.5.0,4.0.3 and up,10
435,Hiya - Caller ID & Block,COMMUNICATION,4.4,177703,13.0,10000000,Free,0.0,Mature 17+,Communication,"July 25, 2018",8.1.2-6310,5.0 and up,13
436,Call Blocker,COMMUNICATION,4.1,17529,10.0,1000000,Free,0.0,Everyone,Communication,"July 26, 2018",5.86,4.0.3 and up,10
437,Mr. Number-Block calls & spam,COMMUNICATION,4.2,177263,13.0,10000000,Free,0.0,Mature 17+,Communication,"July 13, 2018",5.1.2-6310,5.0 and up,13
438,Should I Answer?,COMMUNICATION,4.8,237468,8.8,1000000,Free,0.0,Everyone,Communication,"July 26, 2018",2018.1.715,4.0 and up,8.8
439,RocketDial Dialer & Contacts,COMMUNICATION,4.4,32254,5.5,1000000,Free,0.0,Everyone,Communication,"December 4, 2017",3.9.7,2.1 and up,5.5
440,"CallApp: Caller ID, Blocker & Phone Call Recorder",COMMUNICATION,4.4,483565,20.0,10000000,Free,0.0,Everyone,Communication,"July 29, 2018",1.286,4.1 and up,20
441,Whoscall - Caller ID & Block,COMMUNICATION,4.4,552441,29.0,10000000,Free,0.0,Everyone,Communication,"August 1, 2018",6.19.1,4.1 and up,29
444,Call Control - Call Blocker,COMMUNICATION,4.4,93825,11.0,5000000,Free,0.0,Everyone,Communication,"July 5, 2018",2.17.3,4.1 and up,11
446,Video Caller Id,COMMUNICATION,4.2,15287,17.0,1000000,Free,0.0,Everyone,Communication,"January 24, 2018",2.2.245,4.0.3 and up,17
447,Sync.ME – Caller ID & Block,COMMUNICATION,4.5,205739,17.0,5000000,Free,0.0,Everyone,Communication,"July 26, 2018",4.5.4,4.1 and up,17
450,Caller ID +,COMMUNICATION,4.0,9498,83.35,1000000,Free,0.0,Everyone,Communication,"June 7, 2016",5.28.0,2.3 and up,118
452,Yahoo Mail – Stay Organized,COMMUNICATION,4.3,4188142,16.0,100000000,Free,0.0,Everyone,Communication,"July 18, 2018",5.29.3,4.4 and up,16
453,K-9 Mail,COMMUNICATION,4.2,88427,5.1,5000000,Free,0.0,Everyone,Communication,"January 6, 2018",5.403,4.0.3 and up,5.1
455,Email TypeApp - Mail App,COMMUNICATION,4.6,183374,44.0,1000000,Free,0.0,Everyone,Communication,"August 1, 2018",1.9.4.74,4.1 and up,44
456,All Email Providers,COMMUNICATION,4.1,20901,7.3,1000000,Free,0.0,Everyone,Communication,"April 3, 2018",5.0.9,4.1 and up,7.3
457,"Newton Mail - Email App for Gmail, Outlook, IMAP",COMMUNICATION,4.0,122595,30.0,1000000,Free,0.0,Everyone,Communication,"July 19, 2018",9.8.376,5.0 and up,30
458,GO Notifier,COMMUNICATION,4.2,124346,83.35,10000000,Free,0.0,Everyone,Communication,"July 6, 2014",2.8,2.0 and up,695
460,Mail1Click - Secure Mail,COMMUNICATION,4.1,255,1.6,10000,Free,0.0,Everyone,Communication,"April 11, 2017",2.3,2.2 and up,1.6
461,Daum Mail - Next Mail,COMMUNICATION,4.3,41420,19.0,5000000,Free,0.0,Everyone,Communication,"June 21, 2018",3.2.0,4.0 and up,19
465,imo free video calls and chat,COMMUNICATION,4.3,4785988,11.0,500000000,Free,0.0,Everyone,Communication,"June 8, 2018",9.8.000000010501,4.0 and up,11
470,Vonage Mobile® Call Video Text,COMMUNICATION,4.1,29208,23.0,1000000,Free,0.0,Everyone,Communication,"September 28, 2016",2.9.8,2.3.3 and up,23
471,JusTalk - Free Video Calls and Fun Video Chat,COMMUNICATION,4.6,191032,26.0,5000000,Free,0.0,Everyone,Communication,"August 4, 2018",7.2.29,4.0.3 and up,26
477,Calculator,DATING,2.6,57,6.2,1000,Paid,6.99,Everyone,Dating,"October 25, 2017",1.1.6,4.0 and up,6.2
481,AMBW Dating App: Asian Men Black Women Interracial,DATING,3.5,2,17.0,100,Paid,7.99,Mature 17+,Dating,"January 21, 2017",1.0.1,4.0 and up,17
483,OkCupid Dating,DATING,4.1,285726,15.0,10000000,Free,0.0,Mature 17+,Dating,"July 30, 2018",11.10.1,4.1 and up,15
485,"Hily: Dating, Chat, Match, Meet & Hook up",DATING,4.1,2556,56.0,100000,Free,0.0,Mature 17+,Dating,"August 1, 2018",2.5.2,4.1 and up,56
486,Hinge: Dating & Relationships,DATING,4.2,7779,12.0,500000,Free,0.0,Mature 17+,Dating,"August 3, 2018",6.1.3,5.0 and up,12
487,Casual Dating & Adult Singles - Joyride,DATING,4.5,61637,11.0,5000000,Free,0.0,Mature 17+,Dating,"July 31, 2018",4.17.2,4.1 and up,11
488,BBW Dating & Plus Size Chat,DATING,4.4,12632,29.0,1000000,Free,0.0,Mature 17+,Dating,"July 27, 2018",3.5.0.1,4.1 and up,29
490,CMB Free Dating App,DATING,4.0,48845,40.0,1000000,Free,0.0,Mature 17+,Dating,"August 1, 2018",4.19.0.2320,4.4 and up,40
492,eharmony - Online Dating App,DATING,3.1,31320,53.0,5000000,Free,0.0,Mature 17+,Dating,"July 30, 2018",6.6.5,4.1 and up,53
493,Free Dating App & Flirt Chat - Match with Singles,DATING,4.4,172460,3.1,5000000,Free,0.0,Mature 17+,Dating,"August 4, 2018",1.639,4.0 and up,3.1
